img_path,question,ground_truth,predicts
vivqa-dataset/images/image_567440.jpg,những gì được bao phủ trong các lát sô cô la và chuối,pizza,pizza
vivqa-dataset/images/image_441458.jpg,thứ đang gặm nhấm vật thể lạ trong đá,con chó,con chó
vivqa-dataset/images/image_449191.jpg,người đàn ông mỉm cười dỡ hàng từ một chiếc xe tải,vali,vali
vivqa-dataset/images/image_451561.jpg,những gì đầy hoa trắng ngồi trong tuyết,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_533978.jpg,những gì ngồi trên một lò trường học cũ,bình,lò vi sóng
vivqa-dataset/images/image_549817.jpg,những gì ngồi trong phòng dường như bị bỏ rơi một phần,nhà vệ sinh,bồn tắm
vivqa-dataset/images/image_385586.jpg,những gì đang đi từ từ một bến cảng,con thuyền,con thuyền
vivqa-dataset/images/image_475990.jpg,những gì nằm trên đĩa trong một quán cà phê,cupcake,bánh
vivqa-dataset/images/image_462006.jpg,người phụ nữ cầm một em bé đang ăn gì,cà rốt,quả bóng
vivqa-dataset/images/image_555405.jpg,những gì có đầy đủ các loại diều bay,bầu trời,diều
vivqa-dataset/images/image_570077.jpg,những gì đang được đào tạo để chơi với những con chó khác,con chó,con chó
vivqa-dataset/images/image_351057.jpg,"những gì chia với sô cô la, vani và kem dâu tây",chuối,chuối
vivqa-dataset/images/image_518203.jpg,những gì đang cất cánh và một số tòa nhà,máy bay,máy bay
vivqa-dataset/images/image_349868.jpg,cái gì đậu ở khu vực cỏ,máy bay,máy bay
vivqa-dataset/images/image_418563.jpg,người này giữ gì với khuôn mặt của một con mèo,donut,donut
vivqa-dataset/images/image_531622.jpg,những gì có kệ tường với ngăn kéo và ghế sofa màu nâu và bàn cà phê gỗ,phòng,cái ghế
vivqa-dataset/images/image_474410.jpg,cái gì bay theo đội hình rất gần,máy bay,máy bay
vivqa-dataset/images/image_348708.jpg,cái gì đang đặt bên cạnh một cái bát gần như trống rỗng,chuối,bát
vivqa-dataset/images/image_409500.jpg,"những gì chỉ hiển thị nhà vệ sinh, giấy vệ sinh và bọc ghế",nhà vệ sinh,phòng tắm
vivqa-dataset/images/image_346875.jpg,con ngựa vằn đi theo cái gì trong công viên,ngựa rằn,bãi cỏ
vivqa-dataset/images/image_504024.jpg,những gì đang đạt đến cành cây trên cây,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_499104.jpg,những gì đang đặt khuôn mặt của nó gần nhau,gấu,gấu
vivqa-dataset/images/image_437514.jpg,cái gì đang ngồi cạnh cây trong chậu,băng ghế,băng ghế
vivqa-dataset/images/image_426166.jpg,những gì bị khóa đến cột phía trước một tòa nhà màu đỏ,xe đạp,xe đạp
vivqa-dataset/images/image_557686.jpg,những gì rất nhỏ đang ngồi trên gờ,con chim,con chim
vivqa-dataset/images/image_487050.jpg,những gì là những người chơi bóng chày cũ nổi tiếng,tượng đài,gậy
vivqa-dataset/images/image_497439.jpg,cái gì trên tấm trắng với một bát ớt gần đó,phô mai,sandwich
vivqa-dataset/images/image_431165.jpg,những gì đang đứng gần núi bẩn trong một cuộc triển lãm,con voi,con voi
vivqa-dataset/images/image_388880.jpg,những gì nổi trong nước bởi một bến tàu,con thuyền,con thuyền
vivqa-dataset/images/image_388457.jpg,những gì đã làm cho cửa sổ trong một căn phòng màu nâu,giường,giường
vivqa-dataset/images/image_471350.jpg,những gì trên lề đường,vòi,vòi
vivqa-dataset/images/image_345027.jpg,cái gì bên cạnh tòa nhà nhỏ,xe tải,xe đạp
vivqa-dataset/images/image_424668.jpg,những gì đang được tu sửa với một nhà vệ sinh thiếu nắp bể,phòng tắm,phòng tắm
vivqa-dataset/images/image_553097.jpg,"những gì gắn liền với một bên của một tòa tháp lâu đài,",đồng hồ,đồng hồ
vivqa-dataset/images/image_523782.jpg,những gì đỗ bên cạnh chiếc xe tải màu xanh lá cây,xe tải,xe ô tô
vivqa-dataset/images/image_550426.jpg,những gì chứa đầy những bông hoa màu đỏ và trắng trên đầu bàn,lọ cắm hoa,lọ lọ
vivqa-dataset/images/image_392991.jpg,chất lỏng những gì đang đổ trên một chiếc bánh trắng,sô cô la,bánh
vivqa-dataset/images/image_367310.jpg,một bà già cho con ngựa ăn gì,chuối,con ngựa
vivqa-dataset/images/image_351903.jpg,cái gì đứng gần một con hươu cao cổ khác gần cành cây đổ,hươu cao cổ,con voi
vivqa-dataset/images/image_487385.jpg,những gì đặt ra trên quầy với bánh mì bơ và một cuốn sách mở,bữa ăn,đĩa ăn
vivqa-dataset/images/image_442143.jpg,những gì tương tác với nhau đằng sau một hàng rào nhỏ,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_357386.jpg,cái gì chạy ra khỏi rừng,gấu,gấu
vivqa-dataset/images/image_377282.jpg,vật lộn trên cỏ gần đá là gì,gấu,gấu
vivqa-dataset/images/image_386193.jpg,hát trên màn hình là gì tại một cửa hàng,đồng hồ,con chim
vivqa-dataset/images/image_423336.jpg,những gì bên cạnh hàng rào dây,con bò,con bò
vivqa-dataset/images/image_559270.jpg,chiếc xe cũ quảng cáo những gì,quán ăn,đường phố
vivqa-dataset/images/image_364266.jpg,cái gì đang đậu trên đường lái xe,xe tải,xe tải
vivqa-dataset/images/image_500062.jpg,người chơi tennis tấn công mạnh mẽ những gì,quả bóng,quả bóng
vivqa-dataset/images/image_557329.jpg,những gì nằm trên cây gậy giữa một số lá,con chim,con chim
vivqa-dataset/images/image_536833.jpg,những gì đỗ trước một công viên đẹp,xe đạp,xe đạp
vivqa-dataset/images/image_505156.jpg,người đàn ông cưỡi những gì đang đứng trong tư thế chiến thắng,ván trượt,ván trượt
vivqa-dataset/images/image_375881.jpg,người trẻ đang mặc gì,cà vạt,cà vạt
vivqa-dataset/images/image_486040.jpg,cái gì trên bàn dưới ánh sáng,máy vi tính,máy vi tính
vivqa-dataset/images/image_430079.jpg,một bức tượng đại bàng ở phía trước của tranh nhìn ra những gì,phòng,đồng hồ
vivqa-dataset/images/image_351938.jpg,những gì được bao quanh bởi nhiều loại hoa bên cạnh một căn hộ,vòi,vòi
vivqa-dataset/images/image_575179.jpg,những gì được cắt lát và sắp xếp gọn gàng trên đĩa,sandwich,sandwich
vivqa-dataset/images/image_356236.jpg,"những gì chứa đầy cuộn, rau, bánh quy và một số cà chua",cái mâm,hộp
vivqa-dataset/images/image_543224.jpg,có gì đang ngồi trên đĩa,sandwich,sandwich
vivqa-dataset/images/image_467990.jpg,những gì đang đi dọc theo đường ray,tàu hỏa,tàu hỏa
vivqa-dataset/images/image_560266.jpg,những gì đang bơi cùng nhau trong nước,gấu,gấu
vivqa-dataset/images/image_428739.jpg,những gì trên bun dài trong bao bì giấy,sandwich,sandwich
vivqa-dataset/images/image_518604.jpg,những gì đứng trên đỉnh của một thanh gỗ,con chim,con chim
vivqa-dataset/images/image_529215.jpg,hai người đang đi trong mưa trên đường ray đường sắt là gì?,chiếc ô,con chó
vivqa-dataset/images/image_342933.jpg,những gì được trang trí trong hoa văn lạ mắt,pizza,pizza
vivqa-dataset/images/image_385428.jpg,những gì được bao phủ bởi rau xanh và đậu,xe đạp,xe tay ga
vivqa-dataset/images/image_402967.jpg,những gì ngồi bên cạnh tòa nhà nơi nhiều người đã rời khỏi xe đạp của họ,xe buýt,xe buýt
vivqa-dataset/images/image_561027.jpg,những gì đi bộ trên cánh đồng tuyết,gấu,gấu
vivqa-dataset/images/image_507766.jpg,cái gì lội trong nước,con chim,con chim
vivqa-dataset/images/image_545826.jpg,có một con mèo mặc những gì,nón,nón
vivqa-dataset/images/image_402473.jpg,những gì đang nằm trên giường hoặc sàn,con mèo,con mèo
vivqa-dataset/images/image_473731.jpg,"những gì đứng bên trong cổng, bên cạnh dấu hiệu cảnh báo",con ngựa,con ngựa
vivqa-dataset/images/image_568882.jpg,những gì chứa rau và salad,đĩa ăn,đĩa ăn
vivqa-dataset/images/image_517861.jpg,cái gì được cắt nhỏ với đậu và salad khoai tây,sandwich,sandwich
vivqa-dataset/images/image_526706.jpg,con bò nhỏ nhận được gì từ mẹ của nó,sữa,đồi
vivqa-dataset/images/image_512118.jpg,cái gì đang tranh giành quả chuối đồ chơi,con chó,con chó
vivqa-dataset/images/image_485613.jpg,mèo con nhỏ uống chai gì,sữa,con mèo
vivqa-dataset/images/image_535750.jpg,một người đàn ông châu á mặc những gì đi bộ và nói chuyện trên điện thoại di động,nón,áo vest
vivqa-dataset/images/image_463751.jpg,những gì đứng xung quanh trong một khu vực kín,con voi,con voi
vivqa-dataset/images/image_422326.jpg,những gì đỗ bên cạnh xe máy khác trong một bãi đậu xe,xe máy,xe máy
vivqa-dataset/images/image_524977.jpg,những gì được tích hợp vào mặt quầy,bếp,bếp
vivqa-dataset/images/image_517570.jpg,người đàn ông trên bờ sơn những gì,con thuyền,con thuyền
vivqa-dataset/images/image_569674.jpg,cái gì đang ăn cỏ trong một đồng cỏ khô trong tự nhiên,ngựa vằn,ngựa rằn
vivqa-dataset/images/image_441147.jpg,những gì ngồi xếp chồng lên nhau trên đầu kia,vali,vali
vivqa-dataset/images/image_498463.jpg,những gì trong nhà bếp bừa bộn,tủ lạnh,tủ đá
vivqa-dataset/images/image_446459.jpg,những gì đang đi trên một con đường đất,ngựa rằn,ngựa rằn
vivqa-dataset/images/image_403421.jpg,những gì giữ một chiếc frisbee màu xanh trong miệng của nó,con chó,con chó
vivqa-dataset/images/image_363574.jpg,những gì đang nghỉ ngơi trên cỏ,táo,táo
vivqa-dataset/images/image_370103.jpg,cái gì đứng trên tòa nhà lớn,tòa tháp,tòa tháp
vivqa-dataset/images/image_435909.jpg,những gì cắt trong một nửa và nhẫn hành tây được sắp xếp trên một tấm,sandwich,sandwich
vivqa-dataset/images/image_474333.jpg,những gì đặt trên đĩa gỗ,chén đĩa,pizza
vivqa-dataset/images/image_405306.jpg,cái này nằm trên giường là gì,con mèo,con mèo
vivqa-dataset/images/image_499618.jpg,những gì đỗ ở bên đường gần các tòa nhà cao tầng,xe tải,xe tải
vivqa-dataset/images/image_490284.jpg,những gì trong phòng khách nằm trên đi văng,con chó,con chó
vivqa-dataset/images/image_400658.jpg,cái gì đang đỗ ở bên hẻm,xe đạp,xe đạp
vivqa-dataset/images/image_348877.jpg,những gì phủ trên với pho mát tan chảy và rau nướng,pizza,pizza
vivqa-dataset/images/image_523560.jpg,"những gì phủ với thịt, rau và đậu",đĩa ăn,đĩa ăn
vivqa-dataset/images/image_372260.jpg,những gì được bao quanh bởi các bà mẹ ở dải phân cách đường phố,đồng hồ,đồng hồ
vivqa-dataset/images/image_511153.jpg,động cơ kéo trên đường ray là gì,xe ô tô,xe
vivqa-dataset/images/image_418563.jpg,người nuôi con mèo là gì,donut,donut
vivqa-dataset/images/image_348669.jpg,cái gì đào một cái hố trong đất,gấu,gấu
vivqa-dataset/images/image_523660.jpg,người phụ nữ mặc những gì giữ một cái muỗng gỗ bằng bồn rửa nhà bếp,tạp dề,cái kệ
vivqa-dataset/images/image_567432.jpg,cái gì bay qua đường dây điện trên bầu trời trống rỗng,máy bay,máy bay
vivqa-dataset/images/image_539784.jpg,những gì chăn thả bên cạnh một con đường bận rộn,con cừu,con cừu
vivqa-dataset/images/image_572426.jpg,những gì đang đỗ ở ngoài trời,xe lửa,xe lửa
vivqa-dataset/images/image_334884.jpg,những gì chứa đầy nhiều loại rau khác nhau,bát,bát
vivqa-dataset/images/image_402473.jpg,những gì đang nằm bên cạnh nhau,con mèo,con mèo
vivqa-dataset/images/image_557329.jpg,những gì được ngồi trên cành cây trong một cái cây,con chim,con chim
vivqa-dataset/images/image_563926.jpg,cái gì đang nhận được một cái gì đó đổ vào nó với bầu trời trong nền,xe tải,xe tải
vivqa-dataset/images/image_531324.jpg,những gì đang đỗ trước một cửa hàng hà lan,xe đạp,xe ô tô
vivqa-dataset/images/image_581929.jpg,con gì đang ăn cỏ,con ngựa,con ngựa
vivqa-dataset/images/image_548201.jpg,phòng tắm này nhỏ và có những gì,nhà vệ sinh,nhà vệ sinh
vivqa-dataset/images/image_476331.jpg,những gì gắn trên tường bếp,tủ đông,tủ đá
vivqa-dataset/images/image_565929.jpg,những gì cao lớn trong số một số cây,tòa tháp,đồng hồ
vivqa-dataset/images/image_515895.jpg,người phụ nữ mặc những gì đang cưỡi một con ngựa trên bãi biển,nón,con ngựa
vivqa-dataset/images/image_510861.jpg,người phụ nữ đang giữ gì vậy,điện thoại,điện thoại
vivqa-dataset/images/image_451150.jpg,những gì được làm với nhiều gia vị khác nhau,donut,donut
vivqa-dataset/images/image_579201.jpg,cái gì nằm trên bàn cùng với một máy tính,quả táo,quả táo
vivqa-dataset/images/image_499365.jpg,những gì lấy ngủ trưa trên bàn,con mèo,con mèo
vivqa-dataset/images/image_358923.jpg,người phụ nữ trên điện thoại đang mặc gì,nón,áo vest
vivqa-dataset/images/image_412813.jpg,những gì đang ở bãi biển nghiêng về,chiếc ô,chiếc ô
vivqa-dataset/images/image_443101.jpg,những gì đứng bên con lừa nâu và trắng nhìn trên một ngọn đồi,con bò,con bò
vivqa-dataset/images/image_442143.jpg,những gì đang đứng trong mặt đất mở,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_530367.jpg,những gì đang nằm trên một chiếc chăn sọc ngựa vằn chải chuốt,con mèo,con mèo
vivqa-dataset/images/image_407202.jpg,"những gì nằm với đầu cocked, nhìn vào một chiếc tivi",con chó,con chó
vivqa-dataset/images/image_360342.jpg,cái gì đậu dọc đường trước một vườn nho,xe máy,xe đạp
vivqa-dataset/images/image_501790.jpg,những gì đi bộ gần lỗ tưới nước,con voi,con voi
vivqa-dataset/images/image_465074.jpg,người phụ nữ có mũ dùng gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_408147.jpg,điều gì đang di chuyển nhật ký từ nơi này sang nơi khác,con voi,con voi
vivqa-dataset/images/image_454143.jpg,người phụ nữ mặc áo khoác màu xanh lá cây và mang những gì từ starbucks đang đi bộ với hành lý,cà phê,vali
vivqa-dataset/images/image_410278.jpg,những gì chứa đầy hoa và chanh trên bàn,lọ cắm hoa,cái lọ
vivqa-dataset/images/image_442286.jpg,bến câu cá có gì bên cạnh một ngọn hải đăng,con thuyền,con thuyền
vivqa-dataset/images/image_430380.jpg,ngồi trên đỉnh cái gì đã đến,điện thoại,hộp
vivqa-dataset/images/image_525646.jpg,những gì phủ trên với pepperoni và thêm rau bina,pizza,pizza
vivqa-dataset/images/image_337551.jpg,con chó mặc đồ thú nhồi bông với ba người bạn,nón,nón
vivqa-dataset/images/image_397514.jpg,những gì ngồi đậu trước một chiếc xe buýt màu đỏ với sơn ngọn lửa màu vàng,xe đạp,xe đạp
vivqa-dataset/images/image_338325.jpg,cái gì trên bầu trời,máy bay,máy bay
vivqa-dataset/images/image_452263.jpg,những gì trong một số cỏ dại xanh,gấu,gấu
vivqa-dataset/images/image_361693.jpg,những gì leo xuống ngọn đồi dốc bao phủ bởi đá và cây,gấu,gấu
vivqa-dataset/images/image_557686.jpg,có gì đang ngồi trên gờ của một tòa nhà,con chim,con chim
vivqa-dataset/images/image_404931.jpg,những gì xếp hàng và đậu cùng nhau,xe buýt,xe buýt
vivqa-dataset/images/image_422253.jpg,những gì đang nhìn theo hướng ngược lại,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_520561.jpg,những gì phủ lên với thái lát rau và nước sốt,pizza,pizza
vivqa-dataset/images/image_537427.jpg,những gì đỗ trên đường băng tại sân bay,máy bay,máy bay
vivqa-dataset/images/image_389316.jpg,những gì lấy đồ uống từ một huấn luyện viên trong một bao vây,con voi,con voi
vivqa-dataset/images/image_354799.jpg,cái gì nằm gần bàn phím trên bàn,con mèo,con mèo
vivqa-dataset/images/image_466652.jpg,khung cảnh nào khi nó nằm trong một khu vực đậu xe,bên,xe buýt
vivqa-dataset/images/image_402798.jpg,những gì trên đường băng,máy bay,máy bay
vivqa-dataset/images/image_511363.jpg,một chiếc máy bay định hình những gì đang ngồi trên mặt đất,diều,ga-ra
vivqa-dataset/images/image_450364.jpg,"phòng ngủ sạch sẽ là gì, được tổ chức và được thực hiện",giường,giường
vivqa-dataset/images/image_352377.jpg,thứ gì đang chất đống với các sản phẩm khác trong nền,táo,hoa quả
vivqa-dataset/images/image_558524.jpg,chi tiết những gì được hiển thị trên một bệ trắng,lọ cắm hoa,bông hoa
vivqa-dataset/images/image_353889.jpg,vận động viên quần vợt cầm thứ giao bóng,vợt,quả bóng
vivqa-dataset/images/image_448114.jpg,có gì để kéo hai chiếc xe tải đằng sau nó,xe tải,xe tải
vivqa-dataset/images/image_431573.jpg,những gì mở và tràn nước,vòi,vòi
vivqa-dataset/images/image_460683.jpg,người đàn ông mặc gì với nhiều từ trên đó,cà vạt,cà vạt
vivqa-dataset/images/image_520941.jpg,những gì đỗ bên ngoài của một cửa hàng xe máy,xe máy,xe đạp
vivqa-dataset/images/image_378605.jpg,cái bánh rán mờ nào trên đĩa với một tách cà phê và một chiếc hộp đựng khăn ăn cho chim cánh cụt,sô cô la,donut
vivqa-dataset/images/image_526256.jpg,những gì được hiển thị với đồng hồ ở bên cạnh,tòa nhà,đồng hồ
vivqa-dataset/images/image_355971.jpg,những gì được ăn mặc lộng lẫy và ngồi trên ghế,gấu,gấu
vivqa-dataset/images/image_361947.jpg,cái gì đang lái xe xuống một con đường gần núi,xe buýt,xe tải
vivqa-dataset/images/image_542792.jpg,những gì dựa vào tòa nhà thành phố,gậy,gậy
vivqa-dataset/images/image_435389.jpg,"tv phía trên hoa giả, túi và cũng có gì",đồng hồ,hoa quả
vivqa-dataset/images/image_334884.jpg,những gì chứa đầy rau và thịt,bát,bát
vivqa-dataset/images/image_543041.jpg,có kích thước và hình dạng khác nhau những gì đang ngồi trong một hộp,donut,donut
vivqa-dataset/images/image_437426.jpg,những gì đang đi vào một số nước,gấu,gấu
vivqa-dataset/images/image_473214.jpg,những gì trên đường phố gần một tòa nhà,xe ô tô,xe ô tô
vivqa-dataset/images/image_417193.jpg,những gì đang nổi trên cơ thể của nước,dĩa nhựa,con chim
vivqa-dataset/images/image_338826.jpg,những gì ở sân cỏ phía trước của một tòa nhà,vòi,tòa nhà
vivqa-dataset/images/image_411559.jpg,anh chàng bay những gì với hai tay cầm và dây,diều,diều
vivqa-dataset/images/image_496845.jpg,những gì có một chiếc thuyền máy phía sau nó,xe tải,xe tải
vivqa-dataset/images/image_428786.jpg,những gì dính đầu ra khỏi cửa sổ,con ngựa,con ngựa
vivqa-dataset/images/image_454129.jpg,những gì đến hiện trường vụ tai nạn xe máy,xe cộ,xe ô tô
vivqa-dataset/images/image_416049.jpg,ngựa vằn đang ăn gì,bãi cỏ,bãi cỏ
vivqa-dataset/images/image_347087.jpg,cái gì đang được đổ vào ly,rượu,quán ăn
vivqa-dataset/images/image_460460.jpg,nhà đã làm gì ở phía trước một chiếc ghế dài,quán bar,phòng
vivqa-dataset/images/image_441054.jpg,những gì đang đi qua một khu rừng xanh,gấu,gấu
vivqa-dataset/images/image_441752.jpg,cái gì đang ngồi trong một cánh đồng cỏ,máy bay,máy bay
vivqa-dataset/images/image_559821.jpg,người đàn ông đang đeo cái gì,cà vạt,máy bay
vivqa-dataset/images/image_349459.jpg,cái gì đang ngồi trên đỉnh đen của sân bay,máy bay,máy bay
vivqa-dataset/images/image_413295.jpg,những cô gái đang giữ và mỉm cười,chuối,chuối
vivqa-dataset/images/image_357567.jpg,một cánh cửa mở cho thấy những gì với bức màn đã đóng lại,vòi hoa sen,phòng tắm
vivqa-dataset/images/image_560427.jpg,"những gì chứa đầy đĩa thức ăn, tách cà phê và nước cam",cái mâm,đĩa ăn
vivqa-dataset/images/image_351621.jpg,cái gì đang bay một cái là cá mập cái kia là hổ,diều,diều
vivqa-dataset/images/image_488030.jpg,ba con ngựa vằn đang ăn gì,bãi cỏ,bãi cỏ
vivqa-dataset/images/image_348931.jpg,cái gì đứng đối diện với camera ở sở thú,con voi,con voi
vivqa-dataset/images/image_382850.jpg,cái gì được gắn trên mặt đất gần một bức tường đá,con thuyền,con thuyền
vivqa-dataset/images/image_497626.jpg,những gì làm với một chiếc chăn bông màu xám và trắng và ném những chiếc gối,giường,con voi
vivqa-dataset/images/image_430380.jpg,những gì đang ngồi trên tạp chí với một hình ảnh của cùng một chiếc điện thoại,điện thoại,hộp
vivqa-dataset/images/image_500084.jpg,những gì đang ngồi trên ngọn của một cửa sổ bên cạnh một cửa sổ,con mèo,con mèo
vivqa-dataset/images/image_478721.jpg,hai người đàn ông mang theo những gì,hộp đựng,chiếc ô
vivqa-dataset/images/image_484754.jpg,những gì cho thấy xe buýt của trường trong một bãi đậu xe,gương,gương
vivqa-dataset/images/image_570138.jpg,những gì đang được cặp đôi treo lên,phòng tắm,khăn
vivqa-dataset/images/image_427193.jpg,những gì cung cấp cảnh tượng tuyệt vời để xem,núi,bức ảnh
vivqa-dataset/images/image_546959.jpg,có bao nhiêu người trượt tuyết cầm ván trượt tuyết và đội mũ bảo hiểm mỉm cười trước ống kính,bốn,bốn
vivqa-dataset/images/image_30387.jpg,có bao nhiêu người đàn ông mặc tạp dề đang tạo dáng bên thức ăn của họ,hai,ba
vivqa-dataset/images/image_370591.jpg,có bao nhiêu người mặc đồng phục đang cắt bánh với những người khác đang xem,ba,một
vivqa-dataset/images/image_444828.jpg,chỉ còn lại bao nhiêu lát bánh,hai,năm
vivqa-dataset/images/image_290768.jpg,có bao nhiêu cốc trên quầy bếp của bếp,ba,ba
vivqa-dataset/images/image_323030.jpg,có bao nhiêu người bạn đang chụp ảnh tự sướng trên sân tennis sau một trận đấu,hai,ba
vivqa-dataset/images/image_496897.jpg,người đàn ông đang dắt bao nhiêu con chó và đang bước vào một cửa hàng bán chó mèo,bốn,cửa sổ
vivqa-dataset/images/image_158160.jpg,có bao nhiêu chiếc bánh mì tròn đang chờ vào lò,sáu,ba
vivqa-dataset/images/image_360617.jpg,có bao nhiêu con ngựa vằn ở vùng đồng bằng bên cạnh một số cây,bốn,ba
vivqa-dataset/images/image_483078.jpg,có bao nhiêu chàng trai mặc đồng phục bóng chày trên sân,ba,ba
vivqa-dataset/images/image_452078.jpg,có bao nhiêu chiếc bánh pizza chưa nấu chín với nhiều loại lớp trên bề mặt khác nhau,năm,một
vivqa-dataset/images/image_429407.jpg,có bao nhiêu con hươu cao cổ trong một cái bao quanh một cái cây,bốn,hai
vivqa-dataset/images/image_543182.jpg,có bao nhiêu nhà vệ sinh bị hỏng ở bên đường một trong số chúng bị vỡ thành nhiều mảnh,ba,hai
vivqa-dataset/images/image_410735.jpg,có bao nhiêu hình ảnh thể hiện cách nấu món hầm ở các giai đoạn khác nhau,bốn,một
vivqa-dataset/images/image_2964.jpg,có bao nhiêu chai rượu các loại trên quầy bếp với một vài thiết bị,bốn,ba
vivqa-dataset/images/image_87409.jpg,có bao nhiêu phụ nữ trên thuyền trong nước,ba,năm
vivqa-dataset/images/image_197850.jpg,có bao nhiêu con ngựa vằn đứng trong nhóm gần một đám bụi,năm,ba
vivqa-dataset/images/image_65162.jpg,có bao nhiêu cầu thủ bóng chày đứng xung quanh một căn cứ,ba,ba
vivqa-dataset/images/image_344632.jpg,có bao nhiêu đứa trẻ trên bàn ăn và uống nước,ba,ba
vivqa-dataset/images/image_493601.jpg,có bao nhiêu lát bánh mì với một miếng rau trộn và một thìa đầy,năm,năm
vivqa-dataset/images/image_441425.jpg,có bao nhiêu hình ảnh của các máy tính xách tay khác nhau mở và mở một phần,bốn,một
vivqa-dataset/images/image_233873.jpg,có bao nhiêu ván trượt tuyết đang dựa vào bức tường gỗ,sáu,năm
vivqa-dataset/images/image_108566.jpg,có bao nhiêu người đằng sau chiếc ô chiếu sáng trên nền tối,hai,hai
vivqa-dataset/images/image_547307.jpg,bao nhiêu người đàn ông đang chia sẻ nụ hôn thân mật bên trong một tòa nhà,hai,hai
vivqa-dataset/images/image_268921.jpg,có bao nhiêu chiếc máy bay trong không trung có khói bay ra từ họ,bốn,bốn
vivqa-dataset/images/image_370900.jpg,có bao nhiêu con gấu bông nhỏ với vương miện và nơ,bốn,hai
vivqa-dataset/images/image_219723.jpg,có bao nhiêu hộp chứa đầy gà con,bốn,bốn
vivqa-dataset/images/image_27829.jpg,có bao nhiêu con hươu cao cổ đi ngược chiều nhau gần một bức tường,hai,hai
vivqa-dataset/images/image_408543.jpg,có bao nhiêu miếng trái cây trên đĩa,một,một
vivqa-dataset/images/image_462037.jpg,có bao nhiêu cô gái đang chơi trò chơi điện tử bằng vô lăng không dây,hai,hai
vivqa-dataset/images/image_280157.jpg,tòa nhà có bao nhiêu tầng với cây cô đơn trước tòa nhà,hai,hai
vivqa-dataset/images/image_196378.jpg,cô gái tạo dáng chụp ảnh bao nhiêu người cầm vợt tennis người kia đội vương miện,một,một
vivqa-dataset/images/image_32587.jpg,có bao nhiêu con cừu đứng trên một ngọn đồi cỏ lớn,ba,hai
vivqa-dataset/images/image_577176.jpg,có bao nhiêu hình ảnh của hàng hóa bánh ngọt khác nhau và xe chứa của họ,bốn,bốn
vivqa-dataset/images/image_15518.jpg,có bao nhiêu con ngỗng đang nói chuyện trên mặt nước bởi bãi cỏ xanh cao,năm,năm
vivqa-dataset/images/image_384176.jpg,có bao nhiêu người đàn ông ngồi vào bàn và làm việc trên máy tính xách tay của họ,ba,bốn
vivqa-dataset/images/image_178436.jpg,"có bao nhiêu lượt xem bàn làm việc với máy tính, bàn phím, chuột, tai nghe và máy in trên đó",hai,năm
vivqa-dataset/images/image_401010.jpg,cái giường có bao nhiêu cái gối,bốn,hai
vivqa-dataset/images/image_100579.jpg,có bao nhiêu người bạn đang nằm trên giường trong phòng khách sạn,ba,ba
vivqa-dataset/images/image_237689.jpg,có bao nhiêu người cưỡi ngựa phi nước đại nhanh chóng khi chơi polo,hai,hai
vivqa-dataset/images/image_229552.jpg,có bao nhiêu người trên lưng ngựa nuôi ngựa,ba,ba
vivqa-dataset/images/image_178763.jpg,có bao nhiêu bữa trưa salad tương tự được đựng trong hộp nhựa,bốn,sáu
vivqa-dataset/images/image_75696.jpg,bao nhiêu người đàn ông giới thiệu món quà giáng sinh tiện ích công nghệ,hai,hai
vivqa-dataset/images/image_238843.jpg,có bao nhiêu con hươu cao cổ lớn đang ăn thức ăn tại một cuộc triển lãm ở sở thú,hai,hai
vivqa-dataset/images/image_330284.jpg,có bao nhiêu con voi đang đứng bên một thác nước do người đàn ông tạo ra,ba,hai
vivqa-dataset/images/image_498297.jpg,có bao nhiêu con cừu trắng đang nhìn vào máy ảnh với bầu trời trong nền,ba,năm
vivqa-dataset/images/image_482470.jpg,có bao nhiêu người đàn ông ngồi ở bàn gỗ đang thảo luận về các vấn đề,năm,ba
vivqa-dataset/images/image_447084.jpg,ban ngày có bao nhiêu người đàn ông cầm ván lướt sóng trên bãi biển,ba,ba
vivqa-dataset/images/image_10624.jpg,có bao nhiêu nam thanh niên đang lướt ván buồm trên biển,hai,hai
vivqa-dataset/images/image_341087.jpg,có bao nhiêu người đang tạo dáng chụp ảnh bên trong cửa hàng tạp hóa,ba,năm
vivqa-dataset/images/image_8657.jpg,có bao nhiêu người trên xe đang nói chuyện điện thoại của họ,hai,ba
vivqa-dataset/images/image_449414.jpg,có bao nhiêu phụ nữ đang ngồi ở bàn tròn trong một phòng ăn sang trọng,ba,hai
vivqa-dataset/images/image_233384.jpg,có bao nhiêu người đàn ông đang ngồi trên xe máy mà tất cả đều ăn mặc giống nhau,ba,ba
vivqa-dataset/images/image_547502.jpg,có bao nhiêu con chó trong sân đang chơi trò ném đĩa,bốn,hai
vivqa-dataset/images/image_99785.jpg,có bao nhiêu cậu bé đang nằm trên giường với khuôn mặt được vẽ,hai,hai
vivqa-dataset/images/image_165984.jpg,có bao nhiêu con ngựa đang gặm cỏ bên ngoài sau một hàng rào dây mỏng,hai,hai
